Sample_ID,Cancer,O00182,O43927,O75144,O75509,O76036,O95727,P01127,P01133,P01730,P05113,P05231,P07585,P09038,P09237,P09341,P09382,P09601,P10144,P10147,P10747,P12544,P13500,P14210,P15692,P18627,P20718,P22301,P26842,P29965,P32970,P35968,P39900,P42701,P43489,P48023,P48061,P49763,P50591,Q01151,Q02763,Q13241,Q14116,Q15389,Q16790,Q8WXI7,Q92583,Q9BQ51,Q9NP84,Q9UQV4
BRC_101,BRC,2.5677,3.1131,0.5483,0.7901,0.44185,1.25445,4.37675,4.9648,2.11725,1.33575,2.1088,0.55275,3.12785,2.72495,3.6991,,,3.70075,0.6962,-0.39375,1.809,1.29285,3.46395,2.98615,1.53255,3.93695,3.9034,1.82595,4.0628,0.7321,0.36615,0.8033,1.02895,1.433,0.0148,0.30665,3.37145,0.6065,0.952,1.1943,1.9959,1.3824,3.42915,2.8165,1.8587,1.38495,0.78325,2.3392,1.0829
BRC_102,BRC,0.84975,1.63815,0.1747,0.5292,0.6211,1.81735,3.9475,5.224,0.75385,1.79425,0.1419,-0.2632,2.88245,2.0542,4.38,2.2813,0.9919,1.21235,-0.15035,0.92105,1.1108,0.3557,0.58605,1.106,0.5722,1.33715,1.59925,0.43165,3.85575,0.88485,0.3039,-0.15715,0.6678,2.3606,0.41745,2.7026,1.0385,0.54685,1.11195,0.51695,1.54545,-0.3637,3.4673,-0.56735,-2.5903,4.06755,0.4638,0.64555,0.45145
BRC_103,BRC,0.91715,1.012,0.3254,0.9259,1.37685,0.35865,4.37195,4.5124,1.0285,-0.345,1.1975,-0.11105,3.3856,2.22435,3.7794,1.97685,1.45255,1.09965,0.6769,0.8324,0.59155,1.26805,0.7343,2.1797,0.7064,0.8102,0.99595,0.7517,4.0333,0.0879,0.5975,0.8318,0.86305,0.8124,0.15535,0.99455,0.87005,0.74,0.8618,0.6155,1.5379,0.22365,3.5461,1.3505,1.64525,2.4487,0.7597,0.59975,0.36695
BRC_104,BRC,0.35715,-0.7155,0.2527,0.75385,,0.98585,0.0212499999999998,1.9497,,-1.0028,,0.23985,,1.44345,1.0582,0.35625,1.18325,,,0.47695,0.66285,0.69435,0.2583,0.86485,-0.0495,0.45055,0.48375,0.4602,2.1233,,0.30445,0.80925,0.55805,0.77975,0.8263,0.5432,0.8179,1.07615,,0.35755,1.16105,-0.26795,0.98265,0.7316,0.27305,1.1192,0.43945,0.0227500000000001,0.57195
BRC_105,BRC,0.56185,-0.7304,-0.0233,0.2369,0.39795,-0.14305,1.68325,2.9917,0.5994,-1.1147,0.8438,-0.31695,0.7925,1.98675,1.3332,0.72065,1.01975,0.05215,-0.5752,0.1594,0.15635,0.18615,1.1953,1.6884,-0.3481,0.4077,4.68685,0.6473,0.7054,-0.1463,0.5223,0.6231,0.61425,0.472,-0.63095,1.47955,0.53155,0.8523,0.8556,0.5984,0.0115,-0.17125,2.2327,0.3516,-1.97435,1.4155,0.0925,-0.38225,1.68275
BRC_106,BRC,1.3782,0.7465,0.3583,0.9366,0.98005,2.1158,4.7216,5.7029,1.47305,0.6115,3.1248,0.28235,2.4227,2.8836,3.96925,2.037,1.8806,0.62035,1.1221,,1.6171,3.16325,2.2759,4.72135,1.7756,1.4034,2.11595,1.4675,4.81445,1.1476,1.0653,1.4393,1.77075,1.16265,0.563,2.13445,1.20605,1.39745,1.8672,0.72265,2.24935,1.2682,5.31815,0.2085,2.19275,2.91585,0.9817,1.3204,1.8332
BRC_107,BRC,0.6331,-0.345,0.2638,0.5494,0.46285,-0.12635,2.34195,3.3976,0.67495,-1.34255,1.3644,0.50935,1.72505,2.31575,1.0636,1.1653,1.89575,1.26265,-1.1663,0.49425,0.6979,0.86555,0.79195,1.08775,0.44255,0.53835,-0.4532,0.34395,2.6341,0.6858,0.54275,0.8153,0.34605,0.525,-0.4357,0.96245,0.60495,0.7655,0.5197,0.2956,0.4617,-0.0184,1.67245,0.5701,-3.8541,1.33775,0.62775,0.6745,0.2304
BRC_108,BRC,1.72565,-0.11,0.0313,0.5879,1.32415,0.1539,3.65715,1.9602,1.33885,-0.6964,1.70185,-0.2447,0.6285,0.98765,2.07425,0.87355,1.71245,1.96065,-0.2632,0.5107,2.0897,1.3654,1.49405,2.5003,1.45355,1.1975,5.14435,1.07,2.4823,0.92685,0.4385,-0.35015,1.24605,1.4658,1.25235,2.3055,1.3264,1.2743,0.8042,0.5629,1.77745,1.09685,3.6069,0.17765,-3.96025,3.8471,1.04005,0.38095,2.13885
BRC_109,BRC,1.5633,0.38765,-0.44055,0.5109,1.2094,1.11815,3.6976,4.52585,1.0493,,1.5036,,3.2324,,6.84235,1.50145,0.53225,1.0311,-0.083,,1.48825,0.55635,1.5979,2.2197,0.73385,,,1.3776,3.75095,0.3012,0.2197,0.8347,,0.8636,-0.04515,,1.32495,0.55095,0.6464,0.91665,1.88725,-0.0012,2.88055,-0.0833,0.70025,3.6201,0.0209,0.43475,0.47285
BRC_11,BRC,0.58715,-0.4175,0.14905,0.09675,0.53755,0.19225,1.45875,3.4646,0.6881,1.40135,-0.14065,-0.04575,2.99665,2.5602,3.2637,0.7409,1.28815,1.14735,-0.60765,0.75855,0.54055,0.11945,0.85295,0.9152,0.0248,0.1175,0.0962499999999998,-0.04285,2.52385,-0.0174,0.5066,0.35125,0.3732,0.14905,0.36595,1.5134,0.57175,0.75775,0.30075,0.2619,0.1687,-0.34295,2.0494,0.4749,2.07775,1.34115,0.10955,-0.0797499999999999,-0.2168
BRC_110,BRC,1.10315,0.97315,-0.1294,0.829,0.7029,1.1308,2.4191,3.2228,0.7178,1.5534,1.6911,0.0053,1.72165,2.25635,3.23555,1.5145,1.4418,0.84285,-0.5358,0.83875,0.8087,1.2052,1.23515,1.4018,0.80245,0.9192,0.7381,0.27335,3.0971,0.6068,0.37665,0.7099,0.77375,0.8311,-0.54265,1.41555,1.49505,1.0441,0.82805,0.7465,1.32925,-0.0717,1.92795,0.9155,1.3982,3.13065,0.70935,0.55615,1.8447
BRC_111,BRC,0.90085,0.55485,0.21975,0.8191,0.47685,0.42565,3.5712,4.7673,0.93385,,0.12935,0.3799,2.16925,2.9883,3.51885,1.42575,0.9437,1.3763,-0.521,0.89145,0.88385,0.85145,1.48965,1.16745,0.83075,1.1294,,0.7232,3.08815,0.40705,0.588,2.62115,,1.41295,0.3473,,0.67985,0.97655,0.82575,1.0473,1.25405,0.51475,3.197,2.1326,-3.0882,2.5197,1.15155,0.1605,1.1208
BRC_112,BRC,0.27035,0.3765,0.63595,1.0845,,0.93265,2.18745,3.935,,-0.70375,,0.76385,,2.8288,2.23465,0.60065,0.96055,,,1.4021,0.7688,0.218,0.77355,1.48255,1.2059,0.8615,2.89375,1.7379,2.469,,0.45545,2.07505,1.98825,1.40765,0.97725,3.36945,0.89355,0.46435,,0.55865,0.83955,0.13165,1.8584,1.03655,0.5635,1.45015,0.92,0.2756,0.7357
BRC_113,BRC,0.79475,-0.3267,0.38265,1.3264,1.58,1.49615,-0.12745,0.61025,1.06925,,1.12225,0.3402,1.2935,2.43145,0.2616,0.6808,0.1224,-0.1678,-0.5352,,1.0717,0.8199,0.27505,0.5143,1.57795,-0.79655,,1.6352,0.90755,0.9331,-0.42005,0.8787,,1.8281,0.5812,,0.99745,0.969,1.19435,0.10575,0.36605,-0.02,-0.56125,1.90015,0.41595,1.032,0.4281,0.3056,0.8471
BRC_114,BRC,0.3086,0.11405,0.16445,0.7474,0.3829,0.86315,2.1666,3.40115,0.5509,-0.79625,0.1827,0.1881,2.6946,1.8163,2.18895,0.94905,1.24325,1.5413,-0.7075,0.4133,0.82625,1.28295,0.4854,0.5965,0.31505,1.07955,1.33125,0.4967,2.37225,0.4039,0.2997,1.8753,0.5038,0.4803,-0.58205,1.39575,0.67035,1.06455,0.063,0.24815,1.20605,-0.484,2.35165,1.1072,1.64755,2.6176,0.5574,0.47675,0.43515
BRC_115,BRC,0.961,1.1868,0.1078,0.51195,0.2665,1.40265,4.7945,6.09015,0.5618,-0.2981,0.97205,-0.0323,2.4413,2.45035,3.765,1.8411,0.5202,1.65375,-0.7999,1.0969,0.92955,1.2513,0.9025,1.6064,1.0129,1.30215,0.4042,1.49545,4.4257,1.2369,0.65665,0.9571,0.56615,0.54865,-0.1602,2.3131,0.7425,1.0963,0.39495,0.22295,0.56265,0.4955,4.96725,0.47175,1.904,4.0632,0.27455,1.1012,0.43195
BRC_116,BRC,0.67725,0.2459,0.34635,0.80405,0.7878,0.95275,3.8341,1.90575,0.66205,-0.4072,0.4038,0.13745,0.49415,2.2784,0.59595,0.6405,2.17625,0.8811,-0.8831,0.7202,0.6465,1.14885,0.8167,1.3006,0.6762,0.52335,0.71895,0.57795,2.4726,0.876,0.58685,0.9831,0.5084,0.66455,-0.2565,1.38125,0.60885,1.11385,0.9927,0.3517,0.93115,0.66175,3.8852,-0.16475,2.45445,1.94695,0.6166,0.3317,0.4446
BRC_117,BRC,0.3403,0.0406,-0.9676,-0.0369999999999999,,-0.48545,2.507,3.93625,,,,,,,3.27965,1.1636,-0.3086,,,,,0.3275,,,-0.0267499999999999,,,0.43315,,,0.06905,,,,,,,,,0.17735,,-1.4502,2.237,,1.9519,2.84105,-0.36135,0.2783,
BRC_118,BRC,,-0.0287,0.01985,0.6015,1.07685,0.9895,,,0.2058,2.45105,0.8539,-0.06615,1.2297,1.3379,,1.44525,0.6475,0.363,-0.6453,0.2,0.53755,0.83045,0.54475,1.1322,0.4286,0.2316,-0.37595,0.2974,2.46175,0.0678,0.539,-0.1734,0.6523,1.08325,0.25805,0.1881,0.85855,1.0534,0.74445,0.2032,1.337,,,0.4557,-2.7239,,0.2469,0.3527,0.4224
BRC_119,BRC,0.68845,0.1811,0.0589,0.58515,0.4172,-0.19915,2.4501,4.00705,1.07585,0.01645,0.3091,0.35335,2.44195,2.08855,2.43135,1.34445,0.98565,0.5855,-0.4051,0.1672,1.2842,0.471,0.98815,1.17555,0.3358,1.0252,-0.57985,0.8799,3.4103,0.92105,0.2422,1.7934,0.4853,0.54495,-0.17,2.04565,0.70635,0.4848,0.8348,-0.1652,0.5167,-0.55065,3.0865,-0.58935,-3.57075,2.17875,0.21445,0.27455,0.8571
BRC_12,BRC,0.84835,1.31275,,0.9756,0.4818,0.86215,4.9917,5.5624,0.73085,,1.0379,,4.26115,,5.5505,2.2577,0.6456,1.14325,-1.46085,,0.6506,0.6589,2.04355,3.7714,,,,0.98975,4.58385,0.78575,0.7944,0.77325,,0.6707,0.64975,,0.8419,1.27975,0.97105,0.74965,0.86395,0.8098,4.1788,0.20175,,4.74045,,0.46835,-0.24305
BRC_120,BRC,0.9838,0.96395,0.14485,0.6272,0.0571,1.04925,3.5954,4.94775,0.7458,5.14065,0.4567,0.5368,2.3354,2.324,4.92235,2.06785,0.39195,1.4888,-0.6586,0.7119,0.66485,1.09335,1.6259,3.133,0.23085,2.03755,1.27525,1.3065,3.99665,-0.1796,0.811,1.2753,0.9337,1.1284,0.16835,1.38925,1.09925,0.79985,0.7677,0.20345,0.91955,0.3504,3.00425,-0.0901,0.21545,5.6142,0.2532,1.18795,1.35795
BRC_121,BRC,0.63715,-0.5299,0.217,0.6319,0.14055,-0.10825,3.17995,3.129,0.6092,-0.5799,-0.4393,-0.19975,0.5794,1.51065,0.3391,0.78605,0.86895,0.58075,-1.0685,0.4433,0.25935,1.45315,0.6628,1.7077,0.527,0.8447,0.75045,1.093,3.4222,0.5394,0.2046,1.4204,0.35565,0.6645,0.46895,1.25305,0.79505,0.6777,0.1121,0.2391,1.2936,-0.47345,3.5686,0.7111,0.09185,2.4298,0.6163,0.08695,1.60415
BRC_122,BRC,0.68245,-0.17315,0.3883,0.4126,0.51515,0.63275,3.4988,4.8756,0.61205,-0.718,0.97495,0.203,2.54065,2.0642,1.969,1.3561,1.5772,1.2962,-0.67315,0.74805,0.8288,1.74085,1.2685,2.10235,0.36185,0.84445,-0.1645,0.16245,4.4736,0.31685,0.2956,1.2041,0.85805,0.17675,0.2151,1.3785,0.89075,1.19415,0.5429,0.17805,1.37225,0.1335,3.7946,0.64045,0.0611499999999996,3.06955,0.27685,0.38765,0.1196
BRC_123,BRC,0.81025,-0.4932,0.2201,0.7882,0.69075,0.6406,0.85355,1.8744,0.40815,-0.8344,5.48445,0.4283,0.6199,1.65525,0.18035,1.09285,0.96455,-0.59655,-0.8433,0.7137,0.307,0.6232,0.72445,1.2248,0.62145,-0.5868,0.56525,0.8488,1.5455,0.07915,-0.1551,0.78285,0.43545,0.7587,-0.09095,1.0358,0.9477,0.7511,0.6523,-0.0703,0.58255,-0.26195,1.6853,0.72795,0.45725,0.6498,0.52145,-0.26365,0.56845
BRC_124,BRC,0.38455,0.3817,-0.01205,0.43945,0.3805,0.6305,1.85685,2.70255,0.90345,0.06495,0.59075,0.2976,1.9118,2.09225,4.42035,1.03785,0.69315,1.0705,-1.32975,0.9198,0.5716,0.177,0.8702,1.9362,0.4049,1.60095,0.7952,0.60315,2.93345,0.37245,0.2922,1.1285,0.831,0.6298,-0.12515,1.71175,0.919,1.2742,0.5693,0.8399,0.4099,-0.58915,1.4509,1.2701,-3.3562,1.53345,0.07805,0.3191,0.517
BRC_125,BRC,0.57825,0.1965,0.76895,0.9153,0.81595,0.52405,1.56655,1.548,1.0762,-7.41495,1.04585,0.33435,0.2796,2.4543,1.05005,0.94465,0.89615,0.9274,-0.70225,1.2874,1.1084,1.1649,1.24815,1.72045,0.8437,0.7107,0.43305,0.8413,1.2026,1.3597,-0.10255,0.56635,0.07755,0.60355,0.59775,1.57335,0.88805,1.00565,1.0846,0.51345,0.34895,-0.59755,1.7522,1.46145,2.5593,0.82575,0.4506,0.9068,1.9471
BRC_126,BRC,0.86165,-0.42425,0.0481,0.9448,1.0557,0.40615,2.1142,2.1949,0.44975,-0.11255,0.9773,0.1125,0.67175,1.2904,0.3511,0.9956,1.0353,0.23175,-0.72545,0.80715,0.024,1.6412,1.19185,1.7126,0.0178000000000002,-0.80915,1.21135,0.61725,2.43075,0.65255,-0.0814,0.60125,0.6978,0.5288,-0.00615,1.1442,0.6809,0.77695,0.35345,0.65645,0.46415,-0.8565,3.3954,0.74975,1.3877,1.59145,0.2362,0.41415,-0.06465
BRC_127,BRC,0.37575,1.0376,,0.58125,,,2.3581,4.28415,,-0.61135,,0.27355,,2.13065,2.33865,,,,,0.8404,0.7384,,0.25885,0.38525,,0.8071,0.14835,0.2616,2.1805,,0.5795,0.8691,0.4604,0.51985,-0.097,1.55905,0.79935,0.6695,,0.4797,0.8584,-0.78945,3.0433,0.83865,,0.99785,,0.24925,0.0245
BRC_128,BRC,1.16815,0.0517,0.0919,0.6943,0.67435,1.3405,1.15555,2.7043,1.35115,1.7733,0.76635,0.5556,1.3993,2.14945,2.14285,1.67465,0.91525,1.28375,-0.5826,1.1993,1.1286,0.5816,0.89535,1.0372,0.51775,1.6576,0.52405,0.778,1.8579,0.96875,0.2219,1.97945,0.64725,1.0672,0.08855,1.3175,1.1926,1.3633,1.0421,0.3935,1.17725,-0.12855,0.4248,0.07215,-0.90125,2.8662,0.26055,0.95165,0.40745
BRC_129,BRC,0.93515,-0.7817,0.09025,0.3827,0.27135,0.80095,2.45785,2.1521,0.7977,0.93215,1.62155,-0.13645,0.2021,2.3197,0.47355,0.61165,1.73855,1.1935,-1.11385,0.4224,0.3507,1.6284,1.10385,1.53335,0.5264,1.3758,-1.54055,1.053,1.8731,0.1467,0.84125,1.58345,0.41185,0.39685,0.01675,1.49605,1.03905,1.18545,0.2092,0.06135,1.18275,-0.66635,2.1032,0.54515,2.811,2.12645,0.2843,0.4536,1.1113
BRC_13,BRC,-0.09815,1.6171,0.0366,0.59735,0.1767,,2.69805,3.89115,0.37045,-0.47795,-0.0089,0.35045,0.5063,2.08435,1.94175,0.68035,0.35325,-0.552,-1.81965,0.33535,0.2416,,0.4007,0.8034,-0.0763,-0.5869,0.3768,0.39655,3.38765,0.75525,0.24235,0.5975,0.4374,0.2553,0.0325,1.52225,0.35325,0.36575,0.1028,0.7136,0.19635,-0.0292,2.20405,0.30255,-4.0415,1.8387,-0.0751,-0.401,-0.21775
BRC_130,BRC,0.67765,-0.33795,0.5506,1.09345,0.9825,0.9795,1.56535,1.876,0.8288,0.25045,1.81435,0.0039,1.8741,2.11865,1.2153,1.05905,1.72045,0.50105,-0.2627,1.3483,0.4224,0.86625,1.11705,0.71215,0.23085,-0.0724500000000001,0.7553,0.3367,2.2662,1.6739,0.65225,1.06195,0.7693,0.87815,-0.26095,1.0883,0.7798,0.91045,1.2954,0.5682,1.3969,0.38775,1.5173,2.30475,0.3628,1.74095,0.91815,0.78795,1.1558
BRC_131,BRC,0.90085,-0.0125,0.13935,0.91625,0.5337,0.22435,2.2161,3.44535,0.43495,-1.094,0.2621,-0.00915,0.96355,2.2785,3.13635,1.0137,0.56105,0.5178,-0.7417,0.2958,0.4618,0.76535,0.7553,1.1502,0.9008,-0.44535,0.50505,0.67745,2.7686,0.3377,0.52895,1.8241,0.9301,0.98445,0.139,1.26395,0.97165,1.19025,0.0767,0.2646,0.0345500000000001,-0.63495,1.6453,0.72395,-0.0255500000000004,1.11975,0.4229,0.2343,-0.1279
BRC_132,BRC,1.00965,0.3057,0.1755,0.85655,1.0011,0.66545,0.38845,1.8452,1.7852,-0.805,0.81185,0.45385,0.5328,1.89145,0.2632,1.43725,1.28835,1.80805,2.95445,0.90965,1.51685,0.73615,1.1936,0.59695,1.2998,1.47815,3.48095,0.8174,0.9045,0.7889,0.37185,0.70055,0.49595,0.93955,0.2253,1.3146,0.875,0.87065,1.05315,0.34395,0.80455,0.64865,0.69685,0.9668,0.80365,0.7107,1.10975,0.15225,1.01155
BRC_133,BRC,-0.1885,0.1171,-0.1005,0.32305,0.183,-0.46205,1.0664,2.36925,0.331,-0.8191,0.79825,-0.1032,1.8708,1.72845,0.2977,-0.0307000000000001,0.6645,0.70535,-1.8715,-0.0438000000000001,-0.21215,0.5517,0.5704,1.2537,0.0316,-0.22265,3.6256,-0.36535,1.3401,0.1869,0.16135,1.6018,0.30205,0.30835,-0.7582,0.9938,0.5777,0.5894,0.01705,0.02405,0.01895,-0.6907,1.37725,1.12075,1.0386,1.3979,0.36805,-0.7535,1.07545
BRC_134,BRC,1.44555,-0.0882,0.5092,1.18455,0.4649,0.60195,2.81555,3.6311,1.2243,-0.8553,0.94875,0.45225,2.3882,2.63615,1.2189,1.84765,2.49815,1.59485,-0.06525,1.61805,1.13775,1.07555,0.7439,1.55635,0.1942,1.83365,0.70075,1.6037,2.9477,1.6028,0.27935,2.12355,0.19125,0.89155,0.3451,1.4372,1.1312,0.88825,1.32715,0.10845,1.56115,0.27865,2.05125,0.8003,-1.74795,4.3068,0.85565,1.05405,1.32815
BRC_135,BRC,0.8442,0.2506,0.1367,0.76295,1.1882,1.80145,0.9994,2.34325,0.8706,0.8865,0.74655,0.371,1.0669,2.10405,1.3865,1.2223,1.5621,0.40145,-0.682,1.0847,1.06065,0.8524,0.7271,1.094,1.0382,0.56805,1.3109,1.04125,2.0401,0.5448,0.18015,0.4133,0.71615,1.12725,-0.0524,0.9083,0.9478,1.2202,0.92605,0.27595,0.76345,-0.3643,1.12955,0.0011499999999999,1.5412,0.9156,0.11005,0.6363,0.22695
BRC_136,BRC,0.74175,-0.1024,0.20165,0.8911,0.34785,0.51645,2.0195,3.28995,0.89635,-0.66805,1.40045,0.62825,0.8267,2.26195,2.0894,1.5064,1.5894,2.0874,-0.14775,1.0294,0.5318,0.64525,0.6679,0.8724,0.4376,1.0793,0.63065,0.10805,2.82295,0.33175,0.34725,1.03365,0.61115,0.256,0.1651,1.14755,1.17975,0.9346,0.41795,0.52015,0.3536,-0.2415,1.6031,0.40255,1.31475,2.15485,0.39015,1.45625,1.00985
BRC_137,BRC,0.60375,-0.2911,-0.1552,-0.02735,0.0628499999999999,0.06865,1.6962,3.22705,0.4868,-1.38445,-1.19225,0.05255,2.39415,1.98275,1.14405,0.36925,2.17185,0.6023,-0.68365,-0.37965,-0.0065999999999999,0.27535,0.30955,0.8672,0.17425,0.40585,1.04635,-0.0099,2.79345,0.21845,0.4118,0.4397,-0.1119,0.0051500000000001,-0.118,0.37505,0.66175,0.5547,0.1655,-0.13875,0.46515,-0.1911,1.39055,0.42995,-4.12965,1.05785,-0.2639,0.62315,1.3245
BRC_138,BRC,0.85705,-1.09665,-0.3893,0.4276,0.1688,1.16545,2.4081,3.2161,0.38455,0.21495,0.1564,0.0605,0.30215,1.8425,2.6646,1.4199,1.7302,1.22805,-1.21835,0.61765,0.5191,-0.0410999999999999,0.45215,1.0628,0.6363,0.95815,-1.15915,-0.40605,1.78725,0.95825,0.3927,0.41145,0.2175,-0.1849,-0.06465,1.924,0.493,0.76405,0.11535,0.06385,0.57115,-0.1735,2.4571,1.00385,1.3159,2.78895,0.0241,-0.18775,0.46585
BRC_139,BRC,0.6667,-0.1125,0.0413,0.91025,0.6962,1.10405,2.2707,3.00695,0.6819,0.0953,-0.56465,-0.0287,0.8597,2.08265,2.4623,1.0598,1.1341,0.22385,-1.0945,0.6916,0.11955,0.5818,0.3631,0.9889,0.2675,0.12455,1.4669,0.84395,2.2383,0.305,0.33575,1.3835,1.07035,0.90065,0.3983,1.0863,1.1623,0.7117,0.72155,0.53365,0.59545,-0.9017,1.68185,1.62685,0.5495,1.9386,0.25435,0.3736,0.04505
BRC_14,BRC,0.44065,0.9684,0.2718,0.70735,,-0.54125,5.21455,5.92475,,,,,,,3.73925,2.38715,0.99035,,,,1.0999,0.56965,0.7486,1.911,0.0511,,,-0.05075,5.43295,,0.15075,0.2461,,0.5246,0.3675,,0.99115,1.29905,,0.7484,0.30755,0.5489,4.18345,1.24705,-2.3929,5.0846,0.2443,0.0388,0.12455
BRC_140,BRC,0.94305,0.1606,0.2146,0.8842,1.13615,1.077,0.61135,1.7555,0.67005,0.2381,0.10495,0.4973,0.744,1.37675,0.57855,0.91365,0.81835,0.36585,-0.9618,1.0429,0.6362,0.3687,0.63455,0.8243,1.21905,0.4703,4.80975,0.6703,1.4384,1.50965,0.421,0.74355,0.98925,1.2873,0.60015,0.8015,1.0331,1.105,1.0435,0.4225,1.45005,-0.17765,0.8175,0.70035,0.74165,0.2825,0.32485,0.16415,1.09595
BRC_141,BRC,0.4785,-0.2016,0.4363,0.31215,0.1861,1.27765,3.5442,4.88465,0.9395,0.3595,-1.01265,0.1094,2.9507,2.01005,2.4011,1.9397,1.3555,0.73695,-0.2007,-0.1447,0.90765,0.9019,0.7887,1.9368,0.5119,1.16995,0.3749,,3.6529,1.2848,,0.9274,0.22705,0.87045,-0.6716,1.4857,1.1761,0.6948,0.89135,,2.03995,-0.2519,4.28195,0.27355,-0.5757,2.7444,0.52115,,0.90185
BRC_142,BRC,,0.72125,0.0005499999999999,0.2965,,,,,,-0.29575,,0.2329,,2.4209,,1.12625,0.9502,,,0.72565,0.75535,,1.52285,2.04495,0.09575,0.6474,1.2264,0.4444,3.16025,,0.9962,2.19845,0.83985,0.84285,-0.5818,1.4642,1.14435,0.86455,,0.5874,0.95055,,,1.0656,0.276,,0.55255,0.9315,1.0748
BRC_143,BRC,0.73955,1.92595,-0.1217,0.6801,1.09565,0.5664,1.7935,2.8887,0.92565,-6.9876,1.82765,-0.06235,2.4851,2.3955,1.38815,1.46035,1.27995,0.8185,-0.69395,0.97805,0.5271,1.23405,0.67025,1.88455,1.3188,0.61535,0.79235,1.34015,2.34275,0.5181,0.43725,2.1252,0.72995,1.43635,0.5474,1.5631,1.06305,1.43275,0.9258,0.5578,0.46295,0.1291,1.95315,0.586,1.1611,2.9523,0.696,0.61065,1.01615
BRC_144,BRC,1.2575,0.4228,0.0579,0.5775,0.54025,-0.2222,2.8894,3.3318,1.37985,-0.6394,1.5259,-0.09615,1.0755,2.8242,2.93755,1.0909,1.0602,0.47915,-0.8861,0.6018,0.4875,-0.17815,1.1808,1.32955,0.8965,0.5638,1.10065,1.002,2.03765,0.3426,0.264,1.4856,0.72835,0.37255,-0.1173,1.11705,0.94255,0.21085,0.2331,-0.05885,0.52235,-0.2271,2.82775,1.5439,-1.37675,1.97515,0.5693,0.7698,0.0428000000000001
BRC_145,BRC,0.2919,-0.5518,,0.0847500000000001,-0.1387,0.42175,2.9848,4.43545,0.5029,1.6541,0.33075,0.1421,2.453,2.52125,2.2844,,,2.54365,-0.6519,0.803,0.85015,1.0632,0.4805,0.6188,,2.12735,0.3839,-0.09255,3.5859,0.0743,0.41875,0.6468,0.19455,0.25215,-0.2849,1.3582,0.6839,1.078,0.44505,0.23095,1.38265,-0.8376,3.45005,0.15275,,2.7362,,-0.1073,0.74325
BRC_146,BRC,0.96205,-0.14925,-0.26325,0.8831,0.09135,0.71315,3.1665,4.1388,0.82135,-0.24895,-0.00505,0.272,2.26005,2.4922,4.61045,0.66625,0.2377,0.0461000000000001,-0.8222,0.84495,0.27615,0.91895,1.01585,1.79675,1.19505,1.4898,0.4515,1.1151,3.54815,0.17175,0.0078,1.14925,0.48925,1.06635,-0.5969,1.3769,1.04585,0.37695,0.61935,0.4108,0.77095,-0.19205,2.6082,0.5169,0.8331,4.0949,0.52005,0.2459,0.0106
BRC_147,BRC,0.99755,-0.4066,0.14115,0.5876,1.64425,0.89005,0.39685,2.2741,0.7352,-0.26505,0.63165,0.23255,1.1593,1.7126,2.83645,1.54935,1.17085,0.6912,-0.42385,0.4298,0.6186,-0.0442999999999999,0.97495,1.40635,0.6174,0.067,1.52445,0.6983,1.5352,-0.3081,0.11345,1.61915,1.30255,1.43905,0.41295,1.13385,0.97895,0.69125,0.8163,0.15525,0.75675,-0.96325,-0.0440999999999998,0.26945,-4.5962,0.31805,0.0317,0.8399,-0.0025999999999999
BRC_148,BRC,0.97805,0.79675,0.04465,0.65715,0.65695,-0.4146,-0.0024999999999999,1.79835,0.8649,-0.18585,0.6496,0.27335,0.08205,2.18485,0.16025,0.7319,1.0434,0.92615,-0.6905,0.5715,0.35875,0.7516,0.8636,0.95395,0.89935,-0.15615,0.21905,0.3703,1.11875,0.726,0.0556,1.3185,0.12225,1.07755,-0.1018,1.9904,0.8861,1.4579,0.779,0.15435,0.91185,-0.2065,0.45285,0.4517,1.5189,1.054,-0.031,0.6015,1.82055
BRC_149,BRC,1.25945,1.64045,0.1095,0.99605,1.3523,1.0941,4.85345,5.9027,1.6181,0.01935,1.29395,-0.1378,3.2305,2.58105,4.0684,1.98835,-0.0452500000000002,1.01415,0.3725,1.2256,1.3782,1.30305,3.33595,3.31445,2.11165,1.84735,0.4966,1.1733,5.2988,1.1969,0.25995,2.16425,1.3392,1.53215,-0.27455,3.2676,1.2953,0.31645,1.0223,0.2025,1.7157,0.70225,4.6152,0.41655,0.7197,3.26915,0.99745,0.75085,0.6309
BRC_15,BRC,0.52255,0.86315,0.2278,0.5521,-0.02005,0.11215,-0.3859,1.2562,0.98465,-0.1459,-0.32695,0.5134,1.34905,1.8765,1.6345,0.7507,0.6562,0.8541,-1.22235,0.55235,0.1744,0.73905,0.8511,0.60465,0.74815,-0.22285,0.6068,-0.56505,1.2705,0.48625,0.2649,1.0978,-0.03995,0.87675,0.0704,0.4774,0.26285,0.66365,0.4536,0.22365,0.24345,-0.8055,-0.8101,0.20835,2.66345,0.71375,0.29645,-0.28675,0.596
BRC_150,BRC,0.89305,0.8562,0.0477,0.8353,0.87945,1.37075,4.25395,5.1602,1.1953,-0.9562,0.2878,0.20505,2.0589,2.48695,4.174,1.45255,0.44835,0.96315,-0.135,0.4761,1.05425,0.99805,1.4295,1.7374,0.8148,1.8863,0.39185,1.2061,4.2888,1.174,0.4692,1.0612,0.85405,1.2752,-0.50355,2.27945,1.27255,1.3657,0.8466,0.4163,1.5618,0.23035,3.8375,2.3489,-0.81205,3.7208,0.2981,0.76805,1.68805
